statement,true,animals,cities,companies,elements,facts,generated,inventions,split
Radon is in the Noble gas group.,1,0,0,0,1,0,0,0,train
Platinum appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Ruthenium is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Palladium has the atomic number of 46.,1,0,0,0,1,0,0,0,train
Neon is a radioactive element used as a neutron source and in some cancer treatments.,0,0,0,0,1,0,0,0,train
Manganese is a rare earth metal used in high-performance alloys.,0,0,0,0,1,0,0,0,train
Iridium has the atomic number of 77.,1,0,0,0,1,0,0,0,train
Yttrium is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Cobalt appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Thulium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Thorium is in the Actinide group.,1,0,0,0,1,0,0,0,train
Copper is an excellent conductor of electricity and is used in wiring and pipes.,1,0,0,0,1,0,0,0,train
Ytterbium is in the Noble gas group.,0,0,0,0,1,0,0,0,train
Iodine appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Bromine appears in its standard state as Solid.,0,0,0,0,1,0,0,0,train
Actinium is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Lanthanum appears in its standard state as Liquid.,0,0,0,0,1,0,0,0,train
Actinium has the symbol Ar.,0,0,0,0,1,0,0,0,train
Carbon is in the Alkaline earth metal group.,0,0,0,0,1,0,0,0,train
Potassium has the symbol K.,1,0,0,0,1,0,0,0,train
Ruthenium appears in its standard state as Liquid.,0,0,0,0,1,0,0,0,train
"Titanium is a strong, lightweight metal used in aerospace and medical implants.",1,0,0,0,1,0,0,0,train
Technetium is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Argon is in the Noble gas group.,1,0,0,0,1,0,0,0,train
Calcium has the symbol Ca.,1,0,0,0,1,0,0,0,train
Beryllium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Zirconium has the symbol Zr.,1,0,0,0,1,0,0,0,train
Germanium has the atomic number of 13.,0,0,0,0,1,0,0,0,train
Arsenic appears in its standard state as Liquid.,0,0,0,0,1,0,0,0,train
Palladium is in the Nonmetal group.,0,0,0,0,1,0,0,0,train
Tellurium is in the Alkali metal group.,0,0,0,0,1,0,0,0,train
Lutetium has the atomic number of 37.,0,0,0,0,1,0,0,0,train
Selenium is used in lasers and magnetic refrigeration.,0,0,0,0,1,0,0,0,train
Mercury is a liquid at room temperature and used in thermometers and some electrical switches.,1,0,0,0,1,0,0,0,train
Krypton has the atomic number of 36.,1,0,0,0,1,0,0,0,train
Cerium forms more compounds than any other element.,0,0,0,0,1,0,0,0,train
Boron has the symbol B.,1,0,0,0,1,0,0,0,train
Argon appears in its standard state as Gas.,1,0,0,0,1,0,0,0,train
"Titanium is used in lasers, atomic clocks, and some solar cells.",0,0,0,0,1,0,0,0,train
Phosphorus has the symbol P.,1,0,0,0,1,0,0,0,train
Tin is used in solder and pewter.,1,0,0,0,1,0,0,0,train
Tellurium has the atomic number of 52.,1,0,0,0,1,0,0,0,train
Mercury has the atomic number of 65.,0,0,0,0,1,0,0,0,train
Copper has the atomic number of 50.,0,0,0,0,1,0,0,0,train
Iridium has the atomic number of 56.,0,0,0,0,1,0,0,0,train
Lutetium has the symbol Lu.,1,0,0,0,1,0,0,0,train
Zirconium is in the Metalloid group.,0,0,0,0,1,0,0,0,train
Fluorine is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Fluorine has the symbol N.,0,0,0,0,1,0,0,0,train
Magnesium has the symbol Mg.,1,0,0,0,1,0,0,0,train
Neon has the symbol Lu.,0,0,0,0,1,0,0,0,train
Cobalt appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Gadolinium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Praseodymium has the atomic number of 59.,1,0,0,0,1,0,0,0,train
Zinc is used to galvanize steel and is an essential trace element in living organisms.,1,0,0,0,1,0,0,0,train
Thorium has the atomic number of 78.,0,0,0,0,1,0,0,0,train
Hafnium is essential for thyroid function and is used as a disinfectant.,0,0,0,0,1,0,0,0,train
Selenium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Thorium has the atomic number of 90.,1,0,0,0,1,0,0,0,train
Rubidium is in the Alkali metal group.,1,0,0,0,1,0,0,0,train
Krypton is a noble gas used in some lighting applications and window insulation.,1,0,0,0,1,0,0,0,train
Neon has the atomic number of 63.,0,0,0,0,1,0,0,0,train
Germanium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Manganese is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Tantalum is in the Lanthanide group.,0,0,0,0,1,0,0,0,train
Beryllium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Silicon is in the Metalloid group.,1,0,0,0,1,0,0,0,train
Gold has the atomic number of 79.,1,0,0,0,1,0,0,0,train
Potassium is in the Alkali metal group.,1,0,0,0,1,0,0,0,train
Thulium has the atomic number of 69.,1,0,0,0,1,0,0,0,train
Cerium is used in catalytic converters and self-cleaning ovens.,1,0,0,0,1,0,0,0,train
Titanium has the atomic number of 22.,1,0,0,0,1,0,0,0,train
Gold is in the Lanthanide group.,0,0,0,0,1,0,0,0,train
Lithium has the atomic number of 3.,1,0,0,0,1,0,0,0,train
Thulium has the symbol Tm.,1,0,0,0,1,0,0,0,train
Bromine has the atomic number of 64.,0,0,0,0,1,0,0,0,train
Strontium has the atomic number of 12.,0,0,0,0,1,0,0,0,train
Dysprosium has the atomic number of 60.,0,0,0,0,1,0,0,0,train
Scandium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Cadmium has the atomic number of 48.,1,0,0,0,1,0,0,0,train
Holmium has the symbol Ho.,1,0,0,0,1,0,0,0,train
Bromine has the symbol Mo.,0,0,0,0,1,0,0,0,train
Lutetium is used in PET scans and some cancer treatments.,1,0,0,0,1,0,0,0,train
Molybdenum is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Samarium has the atomic number of 28.,0,0,0,0,1,0,0,0,train
Tellurium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Aluminum appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Magnesium is in the Alkaline earth metal group.,1,0,0,0,1,0,0,0,train
Calcium is in the Nonmetal group.,0,0,0,0,1,0,0,0,train
Chlorine appears in its standard state as Gas.,1,0,0,0,1,0,0,0,train
Gadolinium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
Gold is the most reactive and electronegative element.,0,0,0,0,1,0,0,0,train
Calcium has the atomic number of 20.,1,0,0,0,1,0,0,0,train
Nickel is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Iridium is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Cesium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Osmium is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Dysprosium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
"Beryllium is a lightweight, strong metal used in aerospace and other applications.",1,0,0,0,1,0,0,0,train
Selenium has the symbol Na.,0,0,0,0,1,0,0,0,train
Rhodium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Iodine is in the Halogen group.,1,0,0,0,1,0,0,0,train
Cadmium has the symbol Ir.,0,0,0,0,1,0,0,0,train
Xenon is a noble gas used in lighting and medical imaging.,1,0,0,0,1,0,0,0,train
Mercury has the symbol Hg.,1,0,0,0,1,0,0,0,train
Bromine is used in flame retardants and as a fumigant.,1,0,0,0,1,0,0,0,train
Astatine has the atomic number of 7.,0,0,0,0,1,0,0,0,train
Neodymium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Oxygen has the symbol O.,1,0,0,0,1,0,0,0,train
Indium has the symbol In.,1,0,0,0,1,0,0,0,train
Krypton is in the Noble gas group.,1,0,0,0,1,0,0,0,train
Hydrogen is in the Nonmetal group.,1,0,0,0,1,0,0,0,train
Oxygen has the atomic number of 8.,1,0,0,0,1,0,0,0,train
Neon is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Lithium has the symbol Li.,1,0,0,0,1,0,0,0,train
Thallium is a toxic element used in some semiconductors and infrared detectors.,1,0,0,0,1,0,0,0,train
Radon appears in its standard state as Solid.,0,0,0,0,1,0,0,0,train
Tungsten has the symbol Zr.,0,0,0,0,1,0,0,0,train
Silver is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Oxygen has the atomic number of 76.,0,0,0,0,1,0,0,0,train
Hafnium has the atomic number of 71.,0,0,0,0,1,0,0,0,train
Fluorine is in the Halogen group.,1,0,0,0,1,0,0,0,train
Chlorine is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Radon is in the Lanthanide group.,0,0,0,0,1,0,0,0,train
Argon appears in its standard state as Solid.,0,0,0,0,1,0,0,0,train
Yttrium is used in phosphors for CRT displays and LEDs.,1,0,0,0,1,0,0,0,train
Titanium appears in its standard state as Liquid.,0,0,0,0,1,0,0,0,train
Boron is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Gold appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Copper has the atomic number of 29.,1,0,0,0,1,0,0,0,train
Actinium is a radioactive element used as a neutron source and in some cancer treatments.,1,0,0,0,1,0,0,0,train
Neptunium has the atomic number of 4.,0,0,0,0,1,0,0,0,train
Tungsten is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Tungsten appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Barium has the atomic number of 81.,0,0,0,0,1,0,0,0,train
Barium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Argon is the lightest radioactive element and is used in medical imaging.,0,0,0,0,1,0,0,0,train
Oxygen is in the Halogen group.,0,0,0,0,1,0,0,0,train
Radium is a highly radioactive element used in some heaters for space probes.,0,0,0,0,1,0,0,0,train
Gallium has the symbol Cs.,0,0,0,0,1,0,0,0,train
Indium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Nitrogen appears in its standard state as Gas.,1,0,0,0,1,0,0,0,train
Vanadium is used to strengthen steel and in some high-capacity batteries.,1,0,0,0,1,0,0,0,train
Titanium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Vanadium is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Nitrogen is used in thermoelectric devices and solar cells.,0,0,0,0,1,0,0,0,train
Tellurium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Chromium has the symbol Ru.,0,0,0,0,1,0,0,0,train
Cesium has the symbol Cs.,1,0,0,0,1,0,0,0,train
Tungsten has the symbol W.,1,0,0,0,1,0,0,0,train
Holmium is in the Metalloid group.,0,0,0,0,1,0,0,0,train
Iodine appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Actinium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Sodium has the symbol Na.,1,0,0,0,1,0,0,0,train
Tellurium is used in thermoelectric devices and solar cells.,1,0,0,0,1,0,0,0,train
Astatine is in the Actinide group.,0,0,0,0,1,0,0,0,train
Rhenium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Samarium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Thulium has the atomic number of 64.,0,0,0,0,1,0,0,0,train
Ytterbium has the symbol Yb.,1,0,0,0,1,0,0,0,train
Barium has the atomic number of 56.,1,0,0,0,1,0,0,0,train
Germanium has the atomic number of 32.,1,0,0,0,1,0,0,0,train
Rhenium has the symbol Re.,1,0,0,0,1,0,0,0,train
Ytterbium has the atomic number of 82.,0,0,0,0,1,0,0,0,train
Helium appears in its standard state as Gas.,1,0,0,0,1,0,0,0,train
Palladium has the atomic number of 45.,0,0,0,0,1,0,0,0,train
Argon has the symbol Co.,0,0,0,0,1,0,0,0,train
Chromium has the atomic number of 24.,1,0,0,0,1,0,0,0,train
Erbium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Cobalt has the atomic number of 27.,1,0,0,0,1,0,0,0,train
Zinc has the symbol Zn.,1,0,0,0,1,0,0,0,train
Chromium is used in strong magnets and as a yellow pigment.,0,0,0,0,1,0,0,0,train
Silicon appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Vanadium has the atomic number of 66.,0,0,0,0,1,0,0,0,train
Ruthenium has the symbol Ru.,1,0,0,0,1,0,0,0,train
Molybdenum appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Europium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
Magnesium has the symbol Br.,0,0,0,0,1,0,0,0,train
Iodine has the symbol I.,1,0,0,0,1,0,0,0,train
Rubidium is a highly reactive alkali metal used in atomic clocks.,1,0,0,0,1,0,0,0,train
Gallium is in the Post-transition metal group.,1,0,0,0,1,0,0,0,train
Francium is the lightest metal and is used in rechargeable batteries.,0,0,0,0,1,0,0,0,train
Copper appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Zirconium has the symbol Eu.,0,0,0,0,1,0,0,0,train
Thallium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Lithium is essential for thyroid function and is used as a disinfectant.,0,0,0,0,1,0,0,0,train
Nitrogen has the symbol La.,0,0,0,0,1,0,0,0,train
Gallium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Calcium is essential for bone formation and muscle function.,1,0,0,0,1,0,0,0,train
Helium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Antimony is in the Noble gas group.,0,0,0,0,1,0,0,0,train
Hafnium is in the Alkaline earth metal group.,0,0,0,0,1,0,0,0,train
Nickel has the atomic number of 28.,1,0,0,0,1,0,0,0,train
Oxygen appears in its standard state as Solid.,0,0,0,0,1,0,0,0,train
Manganese has the atomic number of 1.,0,0,0,0,1,0,0,0,train
Copper appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Erbium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
Nitrogen has the atomic number of 7.,1,0,0,0,1,0,0,0,train
Radium is in the Alkaline earth metal group.,1,0,0,0,1,0,0,0,train
Fluorine has the atomic number of 29.,0,0,0,0,1,0,0,0,train
Uranium is in the Actinide group.,1,0,0,0,1,0,0,0,train
Arsenic is in the Nonmetal group.,0,0,0,0,1,0,0,0,train
Germanium is a noble gas used as an inert atmosphere in welding and other applications.,0,0,0,0,1,0,0,0,train
Selenium is in the Alkali metal group.,0,0,0,0,1,0,0,0,train
Selenium has the atomic number of 34.,1,0,0,0,1,0,0,0,train
Lutetium has the symbol Be.,0,0,0,0,1,0,0,0,train
Holmium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Praseodymium has the symbol Sc.,0,0,0,0,1,0,0,0,train
Neodymium is used in powerful permanent magnets and lasers.,1,0,0,0,1,0,0,0,train
Vanadium has the atomic number of 23.,1,0,0,0,1,0,0,0,train
Dysprosium has the atomic number of 66.,1,0,0,0,1,0,0,0,train
Zirconium has the atomic number of 40.,1,0,0,0,1,0,0,0,train
Promethium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Germanium has the symbol Ge.,1,0,0,0,1,0,0,0,train
Argon has the symbol Ar.,1,0,0,0,1,0,0,0,train
Platinum appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Indium has the atomic number of 60.,0,0,0,0,1,0,0,0,train
Praseodymium is used in strong magnets and as a yellow pigment.,1,0,0,0,1,0,0,0,train
Rhodium has the atomic number of 48.,0,0,0,0,1,0,0,0,train
Sulfur is in the Alkaline earth metal group.,0,0,0,0,1,0,0,0,train
Nitrogen is in the Nonmetal group.,1,0,0,0,1,0,0,0,train
Erbium has the symbol Er.,1,0,0,0,1,0,0,0,train
Cadmium has the atomic number of 37.,0,0,0,0,1,0,0,0,train
Osmium is used in strong magnets and as a yellow pigment.,0,0,0,0,1,0,0,0,train
Boron is in the Metalloid group.,1,0,0,0,1,0,0,0,train
Chromium has the symbol Cr.,1,0,0,0,1,0,0,0,train
Vanadium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Lithium appears in its standard state as Liquid.,0,0,0,0,1,0,0,0,train
Silicon appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Astatine has the symbol At.,1,0,0,0,1,0,0,0,train
Helium appears in its standard state as Solid.,0,0,0,0,1,0,0,0,train
Magnesium is a lightweight metal used in alloys and flares.,1,0,0,0,1,0,0,0,train
Cadmium is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Gadolinium is used in flame retardants and as a fumigant.,0,0,0,0,1,0,0,0,train
